Neighborhood,Crime,Number of Cases,Date
East Bde Maka Ska,Robbery,2.0,2022-03-01
East Harriet,Aggravated Assault,0.0,2022-03-01
East Harriet,Arson,0.0,2022-03-01
East Harriet,Auto Theft,0.0,2022-03-01
East Harriet,Burglary,0.0,2022-03-01
East Harriet,Homicide,0.0,2022-03-01
East Harriet,Larceny,9.0,2022-03-01
East Harriet,Rape,1.0,2022-03-01
East Harriet,Robbery,3.0,2022-03-01
East Isles,Aggravated Assault,0.0,2022-03-01
East Isles,Arson,0.0,2022-03-01
East Isles,Auto Theft,3.0,2022-03-01
East Isles,Burglary,3.0,2022-03-01
East Isles,Homicide,0.0,2022-03-01
East Isles,Larceny,15.0,2022-03-01
East Isles,Rape,0.0,2022-03-01
East Isles,Robbery,2.0,2022-03-01
East Phillips,Aggravated Assault,8.0,2022-03-01
East Phillips,Arson,0.0,2022-03-01
East Phillips,Auto Theft,11.0,2022-03-01
East Phillips,Burglary,1.0,2022-03-01
East Phillips,Homicide,0.0,2022-03-01
East Phillips,Larceny,13.0,2022-03-01
East Phillips,Rape,0.0,2022-03-01
East Phillips,Robbery,1.0,2022-03-01
Elliot Park,Aggravated Assault,5.0,2022-03-01
Elliot Park,Arson,0.0,2022-03-01
Elliot Park,Auto Theft,6.0,2022-03-01
Elliot Park,Burglary,3.0,2022-03-01
Elliot Park,Homicide,0.0,2022-03-01
Elliot Park,Larceny,21.0,2022-03-01
Elliot Park,Rape,1.0,2022-03-01
Elliot Park,Robbery,2.0,2022-03-01
Ericsson,Aggravated Assault,1.0,2022-03-01
Ericsson,Arson,0.0,2022-03-01
Ericsson,Auto Theft,2.0,2022-03-01
Ericsson,Burglary,0.0,2022-03-01
Ericsson,Homicide,0.0,2022-03-01
Ericsson,Larceny,5.0,2022-03-01
Ericsson,Rape,0.0,2022-03-01
Ericsson,Robbery,0.0,2022-03-01
Field,Aggravated Assault,0.0,2022-03-01
Field,Arson,0.0,2022-03-01
Field,Auto Theft,0.0,2022-03-01
Field,Burglary,0.0,2022-03-01
Field,Homicide,0.0,2022-03-01
Field,Larceny,3.0,2022-03-01
Field,Rape,0.0,2022-03-01
Field,Robbery,1.0,2022-03-01
Folwell,Aggravated Assault,7.0,2022-03-01
Folwell,Arson,0.0,2022-03-01
Folwell,Auto Theft,5.0,2022-03-01
Folwell,Burglary,1.0,2022-03-01
Folwell,Homicide,0.0,2022-03-01
Folwell,Larceny,7.0,2022-03-01
Folwell,Rape,0.0,2022-03-01
Folwell,Robbery,1.0,2022-03-01
Fulton,Aggravated Assault,0.0,2022-03-01
Fulton,Arson,0.0,2022-03-01
Fulton,Auto Theft,2.0,2022-03-01
Fulton,Burglary,1.0,2022-03-01
Fulton,Homicide,0.0,2022-03-01
Fulton,Larceny,7.0,2022-03-01
Fulton,Rape,0.0,2022-03-01
Fulton,Robbery,0.0,2022-03-01
Hale,Aggravated Assault,1.0,2022-03-01
Hale,Arson,0.0,2022-03-01
Hale,Auto Theft,1.0,2022-03-01
Hale,Burglary,0.0,2022-03-01
Hale,Homicide,0.0,2022-03-01
Hale,Larceny,2.0,2022-03-01
Hale,Rape,0.0,2022-03-01
Hale,Robbery,0.0,2022-03-01
Harrison,Aggravated Assault,1.0,2022-03-01
Harrison,Arson,0.0,2022-03-01
Harrison,Auto Theft,3.0,2022-03-01
Harrison,Burglary,0.0,2022-03-01
Harrison,Homicide,0.0,2022-03-01
Harrison,Larceny,8.0,2022-03-01
Harrison,Rape,0.0,2022-03-01
Harrison,Robbery,1.0,2022-03-01
Hawthorne,Aggravated Assault,10.0,2022-03-01
Hawthorne,Arson,0.0,2022-03-01
Hawthorne,Auto Theft,9.0,2022-03-01
Hawthorne,Burglary,4.0,2022-03-01
Hawthorne,Homicide,0.0,2022-03-01
Hawthorne,Larceny,11.0,2022-03-01
Hawthorne,Rape,0.0,2022-03-01
Hawthorne,Robbery,5.0,2022-03-01
Hiawatha,Aggravated Assault,1.0,2022-03-01
Hiawatha,Arson,2.0,2022-03-01
Hiawatha,Auto Theft,7.0,2022-03-01
Hiawatha,Burglary,6.0,2022-03-01
Hiawatha,Homicide,0.0,2022-03-01
Hiawatha,Larceny,26.0,2022-03-01
Hiawatha,Rape,0.0,2022-03-01
Hiawatha,Robbery,0.0,2022-03-01
Holland,Aggravated Assault,1.0,2022-03-01
Holland,Arson,0.0,2022-03-01
Holland,Auto Theft,6.0,2022-03-01
Holland,Burglary,1.0,2022-03-01
Holland,Homicide,0.0,2022-03-01
Holland,Larceny,9.0,2022-03-01
Holland,Rape,0.0,2022-03-01
Holland,Robbery,0.0,2022-03-01
Howe,Aggravated Assault,1.0,2022-03-01
Howe,Arson,0.0,2022-03-01
Howe,Auto Theft,10.0,2022-03-01
Howe,Burglary,2.0,2022-03-01
Howe,Homicide,0.0,2022-03-01
Howe,Larceny,12.0,2022-03-01
Howe,Rape,0.0,2022-03-01
Howe,Robbery,2.0,2022-03-01
Humboldt Industrial Area,Aggravated Assault,0.0,2022-03-01
Humboldt Industrial Area,Arson,0.0,2022-03-01
Humboldt Industrial Area,Auto Theft,0.0,2022-03-01
Humboldt Industrial Area,Burglary,0.0,2022-03-01
Humboldt Industrial Area,Homicide,0.0,2022-03-01
Humboldt Industrial Area,Larceny,1.0,2022-03-01
Humboldt Industrial Area,Rape,0.0,2022-03-01
Humboldt Industrial Area,Robbery,0.0,2022-03-01
Jordan,Aggravated Assault,12.0,2022-03-01
Jordan,Arson,1.0,2022-03-01
Jordan,Auto Theft,10.0,2022-03-01
Jordan,Burglary,3.0,2022-03-01
Jordan,Homicide,0.0,2022-03-01
Jordan,Larceny,15.0,2022-03-01
Jordan,Rape,0.0,2022-03-01
Jordan,Robbery,1.0,2022-03-01
Keewaydin,Aggravated Assault,0.0,2022-03-01
Keewaydin,Arson,1.0,2022-03-01
Keewaydin,Auto Theft,0.0,2022-03-01
Keewaydin,Burglary,1.0,2022-03-01
Keewaydin,Homicide,0.0,2022-03-01
Keewaydin,Larceny,10.0,2022-03-01
Keewaydin,Rape,0.0,2022-03-01
Keewaydin,Robbery,0.0,2022-03-01
Kenny,Aggravated Assault,0.0,2022-03-01
Kenny,Arson,0.0,2022-03-01
Kenny,Auto Theft,0.0,2022-03-01
Kenny,Burglary,0.0,2022-03-01
Kenny,Homicide,0.0,2022-03-01
Kenny,Larceny,6.0,2022-03-01
Kenny,Rape,0.0,2022-03-01
Kenny,Robbery,0.0,2022-03-01
Kenwood,Aggravated Assault,0.0,2022-03-01
Kenwood,Arson,1.0,2022-03-01
Kenwood,Auto Theft,1.0,2022-03-01
Kenwood,Burglary,0.0,2022-03-01
Kenwood,Homicide,0.0,2022-03-01
Kenwood,Larceny,5.0,2022-03-01
Kenwood,Rape,0.0,2022-03-01
Kenwood,Robbery,0.0,2022-03-01
King Field,Aggravated Assault,0.0,2022-03-01
King Field,Arson,0.0,2022-03-01
King Field,Auto Theft,4.0,2022-03-01
King Field,Burglary,2.0,2022-03-01
King Field,Homicide,0.0,2022-03-01
King Field,Larceny,23.0,2022-03-01
King Field,Rape,0.0,2022-03-01
King Field,Robbery,2.0,2022-03-01
Lind - Bohanon,Aggravated Assault,5.0,2022-03-01
Lind - Bohanon,Arson,0.0,2022-03-01
Lind - Bohanon,Auto Theft,2.0,2022-03-01
Lind - Bohanon,Burglary,1.0,2022-03-01
Lind - Bohanon,Homicide,0.0,2022-03-01
Lind - Bohanon,Larceny,9.0,2022-03-01
Lind - Bohanon,Rape,0.0,2022-03-01
Lind - Bohanon,Robbery,1.0,2022-03-01
Linden Hills,Aggravated Assault,0.0,2022-03-01
Linden Hills,Arson,0.0,2022-03-01
Linden Hills,Auto Theft,0.0,2022-03-01
Linden Hills,Burglary,1.0,2022-03-01
Linden Hills,Homicide,0.0,2022-03-01
Linden Hills,Larceny,7.0,2022-03-01
Linden Hills,Rape,0.0,2022-03-01
Linden Hills,Robbery,0.0,2022-03-01
Logan Park,Aggravated Assault,1.0,2022-03-01
Logan Park,Arson,0.0,2022-03-01
Logan Park,Auto Theft,4.0,2022-03-01
Logan Park,Burglary,0.0,2022-03-01
Logan Park,Homicide,0.0,2022-03-01
Logan Park,Larceny,6.0,2022-03-01
Logan Park,Rape,0.0,2022-03-01
Logan Park,Robbery,1.0,2022-03-01
Longfellow,Aggravated Assault,3.0,2022-03-01
Longfellow,Arson,1.0,2022-03-01
Longfellow,Auto Theft,9.0,2022-03-01
Longfellow,Burglary,6.0,2022-03-01
Longfellow,Homicide,0.0,2022-03-01
Longfellow,Larceny,22.0,2022-03-01
Longfellow,Rape,0.0,2022-03-01
Longfellow,Robbery,5.0,2022-03-01
Loring Park,Aggravated Assault,14.0,2022-03-01
Loring Park,Arson,0.0,2022-03-01
Loring Park,Auto Theft,9.0,2022-03-01
Loring Park,Burglary,2.0,2022-03-01
Loring Park,Homicide,1.0,2022-03-01
Loring Park,Larceny,25.0,2022-03-01
Loring Park,Rape,1.0,2022-03-01
Loring Park,Robbery,3.0,2022-03-01
Lowry Hill,Aggravated Assault,1.0,2022-03-01
Lowry Hill,Arson,0.0,2022-03-01
Lowry Hill,Auto Theft,0.0,2022-03-01
Lowry Hill,Burglary,3.0,2022-03-01
Lowry Hill,Homicide,1.0,2022-03-01
Lowry Hill,Larceny,13.0,2022-03-01
Lowry Hill,Rape,0.0,2022-03-01
Lowry Hill,Robbery,1.0,2022-03-01
Lowry Hill East,Aggravated Assault,3.0,2022-03-01
Lowry Hill East,Arson,0.0,2022-03-01
Lowry Hill East,Auto Theft,8.0,2022-03-01
Lowry Hill East,Burglary,5.0,2022-03-01
Lowry Hill East,Homicide,0.0,2022-03-01
Lowry Hill East,Larceny,28.0,2022-03-01
Lowry Hill East,Rape,0.0,2022-03-01
Lowry Hill East,Robbery,8.0,2022-03-01
Lyndale,Aggravated Assault,3.0,2022-03-01
Lyndale,Arson,0.0,2022-03-01
Lyndale,Auto Theft,11.0,2022-03-01
Lyndale,Burglary,4.0,2022-03-01
Lyndale,Homicide,0.0,2022-03-01
Lyndale,Larceny,20.0,2022-03-01
Lyndale,Rape,1.0,2022-03-01
Lyndale,Robbery,1.0,2022-03-01
Lynnhurst,Aggravated Assault,0.0,2022-03-01
Lynnhurst,Arson,0.0,2022-03-01
Lynnhurst,Auto Theft,1.0,2022-03-01
Lynnhurst,Burglary,0.0,2022-03-01
Lynnhurst,Homicide,0.0,2022-03-01
Lynnhurst,Larceny,5.0,2022-03-01
Lynnhurst,Rape,0.0,2022-03-01
Lynnhurst,Robbery,0.0,2022-03-01
Marcy Holmes,Aggravated Assault,2.0,2022-03-01
Marcy Holmes,Arson,0.0,2022-03-01
Marcy Holmes,Auto Theft,6.0,2022-03-01
Marcy Holmes,Burglary,9.0,2022-03-01
Marcy Holmes,Homicide,0.0,2022-03-01
Marcy Holmes,Larceny,42.0,2022-03-01
Marcy Holmes,Rape,1.0,2022-03-01
Marcy Holmes,Robbery,9.0,2022-03-01
Marshall Terrace,Aggravated Assault,1.0,2022-03-01
Marshall Terrace,Arson,1.0,2022-03-01
Marshall Terrace,Auto Theft,2.0,2022-03-01
Marshall Terrace,Burglary,0.0,2022-03-01
Marshall Terrace,Homicide,0.0,2022-03-01
Marshall Terrace,Larceny,1.0,2022-03-01
Marshall Terrace,Rape,0.0,2022-03-01
Marshall Terrace,Robbery,1.0,2022-03-01
McKinley,Aggravated Assault,2.0,2022-03-01
McKinley,Arson,0.0,2022-03-01
McKinley,Auto Theft,1.0,2022-03-01
McKinley,Burglary,2.0,2022-03-01
McKinley,Homicide,0.0,2022-03-01
McKinley,Larceny,4.0,2022-03-01
McKinley,Rape,2.0,2022-03-01
McKinley,Robbery,0.0,2022-03-01
Mid - City Industrial,Aggravated Assault,0.0,2022-03-01
Mid - City Industrial,Arson,0.0,2022-03-01
Mid - City Industrial,Auto Theft,3.0,2022-03-01
Mid - City Industrial,Burglary,2.0,2022-03-01
Mid - City Industrial,Homicide,0.0,2022-03-01
Mid - City Industrial,Larceny,10.0,2022-03-01
Mid - City Industrial,Rape,0.0,2022-03-01
Mid - City Industrial,Robbery,0.0,2022-03-01
Midtown Phillips,Aggravated Assault,9.0,2022-03-01
Midtown Phillips,Arson,0.0,2022-03-01
Midtown Phillips,Auto Theft,11.0,2022-03-01
Midtown Phillips,Burglary,0.0,2022-03-01
Midtown Phillips,Homicide,1.0,2022-03-01
Midtown Phillips,Larceny,22.0,2022-03-01
Midtown Phillips,Rape,4.0,2022-03-01
Midtown Phillips,Robbery,4.0,2022-03-01
Minnehaha,Aggravated Assault,0.0,2022-03-01
Minnehaha,Arson,0.0,2022-03-01
Minnehaha,Auto Theft,1.0,2022-03-01
Minnehaha,Burglary,1.0,2022-03-01
Minnehaha,Homicide,0.0,2022-03-01
Minnehaha,Larceny,8.0,2022-03-01
Minnehaha,Rape,0.0,2022-03-01
Minnehaha,Robbery,1.0,2022-03-01
Morris Park,Aggravated Assault,0.0,2022-03-01
Morris Park,Arson,0.0,2022-03-01
Morris Park,Auto Theft,0.0,2022-03-01
Morris Park,Burglary,0.0,2022-03-01
Morris Park,Homicide,0.0,2022-03-01
Morris Park,Larceny,2.0,2022-03-01
Morris Park,Rape,0.0,2022-03-01
Morris Park,Robbery,0.0,2022-03-01
Near - North,Aggravated Assault,8.0,2022-03-01
Near - North,Arson,1.0,2022-03-01
Near - North,Auto Theft,2.0,2022-03-01
Near - North,Burglary,2.0,2022-03-01
Near - North,Homicide,0.0,2022-03-01
Near - North,Larceny,22.0,2022-03-01
Near - North,Rape,2.0,2022-03-01
Near - North,Robbery,1.0,2022-03-01
Nicollet Island - East Bank,Aggravated Assault,0.0,2022-03-01
Nicollet Island - East Bank,Arson,0.0,2022-03-01
Nicollet Island - East Bank,Auto Theft,1.0,2022-03-01
Nicollet Island - East Bank,Burglary,2.0,2022-03-01
Nicollet Island - East Bank,Homicide,0.0,2022-03-01
Nicollet Island - East Bank,Larceny,8.0,2022-03-01
Nicollet Island - East Bank,Rape,0.0,2022-03-01
Nicollet Island - East Bank,Robbery,0.0,2022-03-01
North Loop,Aggravated Assault,4.0,2022-03-01
North Loop,Arson,2.0,2022-03-01
North Loop,Auto Theft,10.0,2022-03-01
North Loop,Burglary,3.0,2022-03-01
North Loop,Homicide,0.0,2022-03-01
North Loop,Larceny,30.0,2022-03-01
North Loop,Rape,0.0,2022-03-01
North Loop,Robbery,3.0,2022-03-01
Northeast Park,Aggravated Assault,0.0,2022-03-01
Northeast Park,Arson,0.0,2022-03-01
Northeast Park,Auto Theft,3.0,2022-03-01
Northeast Park,Burglary,0.0,2022-03-01
Northeast Park,Homicide,0.0,2022-03-01
Northeast Park,Larceny,28.0,2022-03-01
Northeast Park,Rape,0.0,2022-03-01
Northeast Park,Robbery,0.0,2022-03-01
Northrop,Aggravated Assault,0.0,2022-03-01
Northrop,Arson,0.0,2022-03-01
Northrop,Auto Theft,3.0,2022-03-01
Northrop,Burglary,3.0,2022-03-01
Northrop,Homicide,0.0,2022-03-01
Northrop,Larceny,11.0,2022-03-01
Northrop,Rape,1.0,2022-03-01
Northrop,Robbery,2.0,2022-03-01
Page,Aggravated Assault,0.0,2022-03-01
Page,Arson,0.0,2022-03-01
Page,Auto Theft,0.0,2022-03-01
Page,Burglary,0.0,2022-03-01
Page,Homicide,0.0,2022-03-01
Page,Larceny,2.0,2022-03-01
Page,Rape,0.0,2022-03-01
Page,Robbery,0.0,2022-03-01
Phillips West,Aggravated Assault,4.0,2022-03-01
Phillips West,Arson,0.0,2022-03-01
Phillips West,Auto Theft,6.0,2022-03-01
Phillips West,Burglary,6.0,2022-03-01
Phillips West,Homicide,0.0,2022-03-01
Phillips West,Larceny,12.0,2022-03-01
Phillips West,Rape,0.0,2022-03-01
Phillips West,Robbery,4.0,2022-03-01
Powderhorn Park,Aggravated Assault,3.0,2022-03-01
Powderhorn Park,Arson,0.0,2022-03-01
Powderhorn Park,Auto Theft,17.0,2022-03-01
Powderhorn Park,Burglary,5.0,2022-03-01
Powderhorn Park,Homicide,0.0,2022-03-01
Powderhorn Park,Larceny,20.0,2022-03-01
Powderhorn Park,Rape,1.0,2022-03-01
Powderhorn Park,Robbery,6.0,2022-03-01
Prospect Park - East River Road,Aggravated Assault,0.0,2022-03-01
Prospect Park - East River Road,Arson,0.0,2022-03-01
Prospect Park - East River Road,Auto Theft,10.0,2022-03-01
Prospect Park - East River Road,Burglary,10.0,2022-03-01
Prospect Park - East River Road,Homicide,0.0,2022-03-01
Prospect Park - East River Road,Larceny,33.0,2022-03-01
Prospect Park - East River Road,Rape,0.0,2022-03-01
Prospect Park - East River Road,Robbery,1.0,2022-03-01
Regina,Aggravated Assault,0.0,2022-03-01
Regina,Arson,0.0,2022-03-01
Regina,Auto Theft,2.0,2022-03-01
Regina,Burglary,0.0,2022-03-01
Regina,Homicide,0.0,2022-03-01
Regina,Larceny,2.0,2022-03-01
Regina,Rape,0.0,2022-03-01
Regina,Robbery,0.0,2022-03-01
Seward,Aggravated Assault,3.0,2022-03-01
Seward,Arson,0.0,2022-03-01
Seward,Auto Theft,8.0,2022-03-01
Seward,Burglary,7.0,2022-03-01
Seward,Homicide,0.0,2022-03-01
Seward,Larceny,19.0,2022-03-01
Seward,Rape,0.0,2022-03-01
Seward,Robbery,0.0,2022-03-01
Sheridan,Aggravated Assault,0.0,2022-03-01
Sheridan,Arson,0.0,2022-03-01
Sheridan,Auto Theft,0.0,2022-03-01
Sheridan,Burglary,0.0,2022-03-01
Sheridan,Homicide,0.0,2022-03-01
Sheridan,Larceny,11.0,2022-03-01
Sheridan,Rape,0.0,2022-03-01
Sheridan,Robbery,1.0,2022-03-01
Shingle Creek,Aggravated Assault,1.0,2022-03-01
Shingle Creek,Arson,0.0,2022-03-01
Shingle Creek,Auto Theft,0.0,2022-03-01
Shingle Creek,Burglary,1.0,2022-03-01
Shingle Creek,Homicide,0.0,2022-03-01
Shingle Creek,Larceny,2.0,2022-03-01
Shingle Creek,Rape,0.0,2022-03-01
Shingle Creek,Robbery,0.0,2022-03-01
St. Anthony East,Aggravated Assault,0.0,2022-03-01
St. Anthony East,Arson,1.0,2022-03-01
St. Anthony East,Auto Theft,1.0,2022-03-01
St. Anthony East,Burglary,0.0,2022-03-01
St. Anthony East,Homicide,0.0,2022-03-01
St. Anthony East,Larceny,3.0,2022-03-01
St. Anthony East,Rape,1.0,2022-03-01
St. Anthony East,Robbery,0.0,2022-03-01
St. Anthony West,Aggravated Assault,0.0,2022-03-01
St. Anthony West,Arson,0.0,2022-03-01
St. Anthony West,Auto Theft,2.0,2022-03-01
St. Anthony West,Burglary,1.0,2022-03-01
St. Anthony West,Homicide,0.0,2022-03-01
St. Anthony West,Larceny,9.0,2022-03-01
St. Anthony West,Rape,1.0,2022-03-01
St. Anthony West,Robbery,0.0,2022-03-01
Standish,Aggravated Assault,0.0,2022-03-01
Standish,Arson,0.0,2022-03-01
Standish,Auto Theft,3.0,2022-03-01
Standish,Burglary,2.0,2022-03-01
Standish,Homicide,0.0,2022-03-01
Standish,Larceny,7.0,2022-03-01
Standish,Rape,0.0,2022-03-01
Standish,Robbery,0.0,2022-03-01
Steven's Square - Loring Heights,Aggravated Assault,3.0,2022-03-01
Steven's Square - Loring Heights,Arson,0.0,2022-03-01
Steven's Square - Loring Heights,Auto Theft,4.0,2022-03-01
Steven's Square - Loring Heights,Burglary,3.0,2022-03-01
Steven's Square - Loring Heights,Homicide,0.0,2022-03-01
Steven's Square - Loring Heights,Larceny,8.0,2022-03-01
Steven's Square - Loring Heights,Rape,0.0,2022-03-01
Steven's Square - Loring Heights,Robbery,2.0,2022-03-01
Sumner - Glenwood,Aggravated Assault,1.0,2022-03-01
Sumner - Glenwood,Arson,0.0,2022-03-01
Sumner - Glenwood,Auto Theft,1.0,2022-03-01
Sumner - Glenwood,Burglary,0.0,2022-03-01
Sumner - Glenwood,Homicide,0.0,2022-03-01
Sumner - Glenwood,Larceny,3.0,2022-03-01
Sumner - Glenwood,Rape,0.0,2022-03-01
Sumner - Glenwood,Robbery,0.0,2022-03-01
Tangletown,Aggravated Assault,0.0,2022-03-01
Tangletown,Arson,0.0,2022-03-01
Tangletown,Auto Theft,1.0,2022-03-01
Tangletown,Burglary,0.0,2022-03-01
Tangletown,Homicide,0.0,2022-03-01
Tangletown,Larceny,6.0,2022-03-01
Tangletown,Rape,1.0,2022-03-01
Tangletown,Robbery,1.0,2022-03-01
University of Minnesota,Aggravated Assault,0.0,2022-03-01
University of Minnesota,Arson,0.0,2022-03-01
University of Minnesota,Auto Theft,1.0,2022-03-01
University of Minnesota,Burglary,1.0,2022-03-01
University of Minnesota,Homicide,0.0,2022-03-01
University of Minnesota,Larceny,4.0,2022-03-01
University of Minnesota,Rape,0.0,2022-03-01
University of Minnesota,Robbery,0.0,2022-03-01
Ventura Village,Aggravated Assault,5.0,2022-03-01
Ventura Village,Arson,0.0,2022-03-01
Ventura Village,Auto Theft,11.0,2022-03-01
Ventura Village,Burglary,2.0,2022-03-01
Ventura Village,Homicide,1.0,2022-03-01
Ventura Village,Larceny,20.0,2022-03-01
Ventura Village,Rape,0.0,2022-03-01
Ventura Village,Robbery,5.0,2022-03-01
Victory,Aggravated Assault,1.0,2022-03-01
Victory,Arson,1.0,2022-03-01
Victory,Auto Theft,3.0,2022-03-01
Victory,Burglary,0.0,2022-03-01
Victory,Homicide,0.0,2022-03-01
Victory,Larceny,7.0,2022-03-01
Victory,Rape,0.0,2022-03-01
Victory,Robbery,0.0,2022-03-01
Waite Park,Aggravated Assault,0.0,2022-03-01
Waite Park,Arson,0.0,2022-03-01
Waite Park,Auto Theft,1.0,2022-03-01
Waite Park,Burglary,2.0,2022-03-01
Waite Park,Homicide,0.0,2022-03-01
Waite Park,Larceny,3.0,2022-03-01
Waite Park,Rape,0.0,2022-03-01
Waite Park,Robbery,0.0,2022-03-01
Webber - Camden,Aggravated Assault,4.0,2022-03-01
Webber - Camden,Arson,0.0,2022-03-01
Webber - Camden,Auto Theft,2.0,2022-03-01
Webber - Camden,Burglary,1.0,2022-03-01
Webber - Camden,Homicide,0.0,2022-03-01
Webber - Camden,Larceny,8.0,2022-03-01
Webber - Camden,Rape,1.0,2022-03-01
Webber - Camden,Robbery,1.0,2022-03-01
Wenonah,Aggravated Assault,3.0,2022-03-01
Wenonah,Arson,0.0,2022-03-01
Wenonah,Auto Theft,2.0,2022-03-01
Wenonah,Burglary,0.0,2022-03-01
Wenonah,Homicide,0.0,2022-03-01
Wenonah,Larceny,5.0,2022-03-01
Wenonah,Rape,0.0,2022-03-01
Wenonah,Robbery,0.0,2022-03-01
West Maka Ska,Aggravated Assault,0.0,2022-03-01
West Maka Ska,Arson,0.0,2022-03-01
West Maka Ska,Auto Theft,2.0,2022-03-01
West Maka Ska,Burglary,0.0,2022-03-01
West Maka Ska,Homicide,0.0,2022-03-01
West Maka Ska,Larceny,2.0,2022-03-01
West Maka Ska,Rape,0.0,2022-03-01
West Maka Ska,Robbery,0.0,2022-03-01
Whittier,Aggravated Assault,7.0,2022-03-01
Whittier,Arson,0.0,2022-03-01
Whittier,Auto Theft,24.0,2022-03-01
Whittier,Burglary,5.0,2022-03-01
Whittier,Homicide,1.0,2022-03-01
Whittier,Larceny,37.0,2022-03-01
Whittier,Rape,1.0,2022-03-01
Whittier,Robbery,8.0,2022-03-01
Willard - Hay,Aggravated Assault,7.0,2022-03-01
Willard - Hay,Arson,0.0,2022-03-01
Willard - Hay,Auto Theft,5.0,2022-03-01
Willard - Hay,Burglary,1.0,2022-03-01
Willard - Hay,Homicide,0.0,2022-03-01
Willard - Hay,Larceny,7.0,2022-03-01
Willard - Hay,Rape,0.0,2022-03-01
Willard - Hay,Robbery,2.0,2022-03-01
Windom,Aggravated Assault,1.0,2022-03-01
Windom,Arson,0.0,2022-03-01
Windom,Auto Theft,3.0,2022-03-01
Windom,Burglary,1.0,2022-03-01
Windom,Homicide,0.0,2022-03-01
Windom,Larceny,4.0,2022-03-01
Windom,Rape,0.0,2022-03-01
Windom,Robbery,0.0,2022-03-01
Windom Park,Aggravated Assault,2.0,2022-03-01
Windom Park,Arson,0.0,2022-03-01
Windom Park,Auto Theft,4.0,2022-03-01
Windom Park,Burglary,0.0,2022-03-01
Windom Park,Homicide,0.0,2022-03-01
Windom Park,Larceny,7.0,2022-03-01
Windom Park,Rape,0.0,2022-03-01
Windom Park,Robbery,0.0,2022-03-01
Armatage,Aggravated Assault,1.0,2022-04-01
Armatage,Arson,0.0,2022-04-01
Armatage,Auto Theft,0.0,2022-04-01
Armatage,Burglary,1.0,2022-04-01
Armatage,Homicide,0.0,2022-04-01
Armatage,Larceny,2.0,2022-04-01
Armatage,Rape,0.0,2022-04-01
Armatage,Robbery,0.0,2022-04-01
Audubon Park,Aggravated Assault,0.0,2022-04-01
Audubon Park,Arson,0.0,2022-04-01
Audubon Park,Auto Theft,1.0,2022-04-01
Audubon Park,Burglary,4.0,2022-04-01
Audubon Park,Homicide,0.0,2022-04-01
Audubon Park,Larceny,13.0,2022-04-01
Audubon Park,Rape,1.0,2022-04-01
Audubon Park,Robbery,0.0,2022-04-01
Bancroft,Aggravated Assault,0.0,2022-04-01
Bancroft,Arson,0.0,2022-04-01
Bancroft,Auto Theft,1.0,2022-04-01
Bancroft,Burglary,3.0,2022-04-01
Bancroft,Homicide,0.0,2022-04-01
Bancroft,Larceny,8.0,2022-04-01
Bancroft,Rape,0.0,2022-04-01
Bancroft,Robbery,1.0,2022-04-01
Beltrami,Aggravated Assault,0.0,2022-04-01
Beltrami,Arson,0.0,2022-04-01
Beltrami,Auto Theft,1.0,2022-04-01
Beltrami,Burglary,0.0,2022-04-01
Beltrami,Homicide,0.0,2022-04-01
Beltrami,Larceny,3.0,2022-04-01
Beltrami,Rape,0.0,2022-04-01
Beltrami,Robbery,0.0,2022-04-01
Bottineau,Aggravated Assault,0.0,2022-04-01
Bottineau,Arson,0.0,2022-04-01
Bottineau,Auto Theft,0.0,2022-04-01
Bottineau,Burglary,1.0,2022-04-01
Bottineau,Homicide,0.0,2022-04-01
Bottineau,Larceny,3.0,2022-04-01
Bottineau,Rape,0.0,2022-04-01
Bottineau,Robbery,0.0,2022-04-01
Bryant,Aggravated Assault,0.0,2022-04-01
Bryant,Arson,0.0,2022-04-01
Bryant,Auto Theft,0.0,2022-04-01
Bryant,Burglary,0.0,2022-04-01
Bryant,Homicide,1.0,2022-04-01
Bryant,Larceny,2.0,2022-04-01
Bryant,Rape,0.0,2022-04-01
Bryant,Robbery,0.0,2022-04-01
Bryn - Mawr,Aggravated Assault,0.0,2022-04-01
Bryn - Mawr,Arson,0.0,2022-04-01
Bryn - Mawr,Auto Theft,0.0,2022-04-01
Bryn - Mawr,Burglary,1.0,2022-04-01
Bryn - Mawr,Homicide,0.0,2022-04-01
Bryn - Mawr,Larceny,3.0,2022-04-01
Bryn - Mawr,Rape,0.0,2022-04-01
Bryn - Mawr,Robbery,0.0,2022-04-01
Camden Industrial,Aggravated Assault,0.0,2022-04-01
Camden Industrial,Arson,0.0,2022-04-01
Camden Industrial,Auto Theft,0.0,2022-04-01
Camden Industrial,Burglary,0.0,2022-04-01
Camden Industrial,Homicide,0.0,2022-04-01
Camden Industrial,Larceny,3.0,2022-04-01
Camden Industrial,Rape,0.0,2022-04-01
Camden Industrial,Robbery,0.0,2022-04-01
Cedar - Isles - Dean,Aggravated Assault,0.0,2022-04-01
Cedar - Isles - Dean,Arson,0.0,2022-04-01
Cedar - Isles - Dean,Auto Theft,0.0,2022-04-01
Cedar - Isles - Dean,Burglary,0.0,2022-04-01
Cedar - Isles - Dean,Homicide,0.0,2022-04-01
Cedar - Isles - Dean,Larceny,9.0,2022-04-01
Cedar - Isles - Dean,Rape,0.0,2022-04-01
